ORDERDATE,SHIPADDRESS,REQUIREDDATE,SHIPNAME,SHIPCOUNTRY,SHIPPEDDATE,EMPLOYEEID,SHIPREGION,FREIGHT,ORDERID,SHIPVIA,SHIPPOSTALCODE,CUSTOMERID,SHIPCITY,SITEID
01/15/1996 12:00:00 AM,Kirchgasse 6,02/12/1996 12:00:00 AM,Ernst Handel,Austria,01/18/1996 12:00:00 AM,1,,351.53,10776,3,8010,AUSTR,Graz,1
01/16/1996 12:00:00 AM,Berguvsvägen  8,02/13/1996 12:00:00 AM,Berglunds snabbköp,Sweden,01/24/1996 12:00:00 AM,3,,6.79,10778,1,S-958 22,SWEDN,Luleå,1
01/16/1996 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,01/30/1996 12:00:00 AM,LILA-Supermercado,Venezuela,01/25/1996 12:00:00 AM,2,Lara,42.13,10780,1,3508,VENEZ,Barquisimeto,3
01/16/1996 12:00:00 AM,Heerstr. 22,02/13/1996 12:00:00 AM,Morgenstern Gesundkost,Germany,02/14/1996 12:00:00 AM,3,,58.13,10779,2,04179,GERMN,Leipzig,8
01/17/1996 12:00:00 AM,Cerrito 333,02/14/1996 12:00:00 AM,Cactus Comidas para llevar,Argentina,01/22/1996 12:00:00 AM,9,,1.1,10782,3,1010,ARGEN,Buenos Aires,1
01/17/1996 12:00:00 AM,Torikatu 38,02/14/1996 12:00:00 AM,Wartian Herkku,Finland,01/19/1996 12:00:00 AM,2,,73.16,10781,3,90110,FNLND,Oulu,1
01/18/1996 12:00:00 AM,5ª Ave. Los Palos Grandes,02/15/1996 12:00:00 AM,GROSELLA-Restaurante,Venezuela,01/24/1996 12:00:00 AM,1,DF,1.51,10785,3,1081,VENEZ,Caracas,1
01/18/1996 12:00:00 AM,"Rua do Paço, 67",02/15/1996 12:00:00 AM,Hanari Carnes,Brazil,01/19/1996 12:00:00 AM,4,RJ,124.98,10783,2,05454-876,BRAZL,Rio de Janeiro,4
01/18/1996 12:00:00 AM,Via Ludovico il Moro 22,02/15/1996 12:00:00 AM,Magazzini Alimentari Riuniti,Italy,01/22/1996 12:00:00 AM,4,,70.09,10784,3,24100,ITALY,Bergamo,2
01/19/1996 12:00:00 AM,1 rue Alsace-Lorraine,02/02/1996 12:00:00 AM,La maison d'Asie,France,01/26/1996 12:00:00 AM,2,,249.93,10787,1,31000,FRANC,Toulouse,7
01/19/1996 12:00:00 AM,"Alameda dos Canàrios, 891",02/16/1996 12:00:00 AM,Queen Cozinha,Brazil,01/23/1996 12:00:00 AM,8,SP,110.87,10786,1,05487-020,BRAZL,São Paulo,6
01/22/1996 12:00:00 AM,"184, chaussée de Tournai",02/19/1996 12:00:00 AM,Folies gourmandes,France,01/31/1996 12:00:00 AM,1,,100.6,10789,2,59000,FRANC,Lille,4
01/22/1996 12:00:00 AM,"Av. Brasil, 442",02/19/1996 12:00:00 AM,Gourmet Lanchonetes,Brazil,01/26/1996 12:00:00 AM,6,SP,28.23,10790,1,04876-786,BRAZL,Campinas,3
01/22/1996 12:00:00 AM,Taucherstraße 10,02/19/1996 12:00:00 AM,QUICK-Stop,Germany,02/19/1996 12:00:00 AM,1,,42.7,10788,2,01307,GERMN,Cunewalde,10
01/23/1996 12:00:00 AM,Berliner Platz 43,02/20/1996 12:00:00 AM,Frankenversand,Germany,02/01/1996 12:00:00 AM,6,,16.85,10791,2,80805,GERMN,München,5
01/23/1996 12:00:00 AM,ul. Filtrowa 68,02/20/1996 12:00:00 AM,Wolski Zajazd,Poland,01/31/1996 12:00:00 AM,1,,23.79,10792,3,01-012,POLND,Warszawa,1
01/24/1996 12:00:00 AM,"Brook Farm, Stratford St. Mary",02/21/1996 12:00:00 AM,Around the Horn,UK,02/08/1996 12:00:00 AM,3,Essex,4.52,10793,3,CO7 6JX,UKDST,Colchester,1
01/24/1996 12:00:00 AM,Kirchgasse 6,02/21/1996 12:00:00 AM,Ernst Handel,Austria,02/20/1996 12:00:00 AM,8,,126.66,10795,2,8010,AUSTR,Graz,1
01/24/1996 12:00:00 AM,"Rua da Panificadora, 12",02/21/1996 12:00:00 AM,Que Delícia,Brazil,02/02/1996 12:00:00 AM,6,RJ,21.49,10794,1,02389-673,BRAZL,Rio de Janeiro,5
01/25/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,02/22/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,02/14/1996 12:00:00 AM,3,Táchira,26.52,10796,1,5022,VENEZ,San Cristóbal,2
01/25/1996 12:00:00 AM,Walserweg 21,02/22/1996 12:00:00 AM,Drachenblut Delikatessen,Germany,02/05/1996 12:00:00 AM,7,,33.35,10797,2,52066,GERMN,Aachen,4
01/26/1996 12:00:00 AM,90 Wadhurst Rd.,02/23/1996 12:00:00 AM,Seven Seas Imports,UK,02/05/1996 12:00:00 AM,1,,137.44,10800,3,OX15 4NB,UKDST,London,7
01/26/1996 12:00:00 AM,"Garden House, Crowther Way",02/23/1996 12:00:00 AM,Island Trading,UK,02/05/1996 12:00:00 AM,2,Isle of Wight,2.33,10798,1,PO31 7PJ,UKDST,Cowes,5
01/26/1996 12:00:00 AM,Maubelstr. 90,03/08/1996 12:00:00 AM,Königlich Essen,Germany,02/05/1996 12:00:00 AM,9,,30.76,10799,3,14776,GERMN,Brandenburg,6
01/29/1996 12:00:00 AM,"C/ Araquil, 67",02/26/1996 12:00:00 AM,Bólido Comidas preparadas,Spain,01/31/1996 12:00:00 AM,4,,97.09,10801,2,28023,SPAIN,Madrid,1
01/29/1996 12:00:00 AM,Vinbæltet 34,02/26/1996 12:00:00 AM,Simons bistro,Denmark,02/02/1996 12:00:00 AM,4,,257.26,10802,2,1734,DENMR,København,1
01/30/1996 12:00:00 AM,"89 Jefferson Way, Suite 2",02/27/1996 12:00:00 AM,The Big Cheese,USA,02/09/1996 12:00:00 AM,2,OR,237.34,10805,3,97201,USADI,Portland,10
01/30/1996 12:00:00 AM,90 Wadhurst Rd.,02/27/1996 12:00:00 AM,Seven Seas Imports,UK,02/07/1996 12:00:00 AM,6,,27.33,10804,2,OX15 4NB,UKDST,London,7
01/30/1996 12:00:00 AM,"Rua do Mercado, 12",02/27/1996 12:00:00 AM,Wellington Importadora,Brazil,02/06/1996 12:00:00 AM,4,SP,55.23,10803,1,08737-363,BRAZL,Resende,9
01/31/1996 12:00:00 AM,"2, rue du Commerce",02/28/1996 12:00:00 AM,Victuailles en stock,France,02/05/1996 12:00:00 AM,3,,22.11,10806,2,69004,FRANC,Lyon,10
01/31/1996 12:00:00 AM,Via Monte Bianco 34,02/28/1996 12:00:00 AM,Franchi S.p.A.,Italy,03/01/1996 12:00:00 AM,4,,1.36,10807,1,10100,ITALY,Torino,1
02/01/1996 12:00:00 AM,2319 Elm St.,02/29/1996 12:00:00 AM,Laughing Bacchus Wine Cellars,Canada,02/07/1996 12:00:00 AM,2,BC,4.33,10810,3,V3F 2K1,CANAD,Vancouver,2
02/01/1996 12:00:00 AM,2743 Bering St.,02/29/1996 12:00:00 AM,Old World Delicatessen,USA,02/09/1996 12:00:00 AM,2,AK,45.53,10808,3,99508,USADI,Anchorage,6
02/01/1996 12:00:00 AM,"Rua do Mercado, 12",02/29/1996 12:00:00 AM,Wellington Importadora,Brazil,02/07/1996 12:00:00 AM,7,SP,4.87,10809,1,08737-363,BRAZL,Resende,9
02/02/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,03/01/1996 12:00:00 AM,LINO-Delicateses,Venezuela,02/08/1996 12:00:00 AM,8,Nueva Esparta,31.22,10811,1,4980,VENEZ,I. de Margarita,4
02/02/1996 12:00:00 AM,Strada Provinciale 124,03/01/1996 12:00:00 AM,Reggiani Caseifici,Italy,02/12/1996 12:00:00 AM,5,,59.78,10812,1,42100,ITALY,Reggio Emilia,3
02/05/1996 12:00:00 AM,187 Suffolk Ln.,03/04/1996 12:00:00 AM,Save-a-lot Markets,USA,02/14/1996 12:00:00 AM,2,ID,14.62,10815,3,83720,USADI,Boise,8
02/05/1996 12:00:00 AM,"2, rue du Commerce",03/04/1996 12:00:00 AM,Victuailles en stock,France,02/14/1996 12:00:00 AM,3,,130.94,10814,3,69004,FRANC,Lyon,10
02/05/1996 12:00:00 AM,"Av. Copacabana, 267",03/04/1996 12:00:00 AM,Ricardo Adocicados,Brazil,02/09/1996 12:00:00 AM,1,RJ,47.38,10813,1,02389-890,BRAZL,Rio de Janeiro,7
02/06/1996 12:00:00 AM,2732 Baker Blvd.,03/05/1996 12:00:00 AM,Great Lakes Food Market,USA,03/06/1996 12:00:00 AM,4,OR,719.78,10816,2,97403,USADI,Eugene,1
02/06/1996 12:00:00 AM,Maubelstr. 90,02/20/1996 12:00:00 AM,Königlich Essen,Germany,02/13/1996 12:00:00 AM,3,,306.07,10817,2,14776,GERMN,Brandenburg,6
02/07/1996 12:00:00 AM,2817 Milton Dr.,03/06/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,02/13/1996 12:00:00 AM,3,NM,37.52,10820,2,87110,USADI,Albuquerque,7
02/07/1996 12:00:00 AM,Cerrito 333,03/06/1996 12:00:00 AM,Cactus Comidas para llevar,Argentina,02/16/1996 12:00:00 AM,2,,19.76,10819,3,1010,ARGEN,Buenos Aires,1
02/07/1996 12:00:00 AM,Via Ludovico il Moro 22,03/06/1996 12:00:00 AM,Magazzini Alimentari Riuniti,Italy,02/12/1996 12:00:00 AM,7,,65.48,10818,3,24100,ITALY,Bergamo,2
02/08/1996 12:00:00 AM,722 DaVinci Blvd.,03/07/1996 12:00:00 AM,Trail's Head Gourmet Provisioners,USA,02/16/1996 12:00:00 AM,6,WA,7,10822,3,98034,USADI,Kirkland,12
02/08/1996 12:00:00 AM,P.O. Box 555,03/07/1996 12:00:00 AM,Split Rail Beer & Ale,USA,02/15/1996 12:00:00 AM,1,WY,36.68,10821,1,82520,USADI,Lander,9
02/09/1996 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,03/08/1996 12:00:00 AM,LILA-Supermercado,Venezuela,02/13/1996 12:00:00 AM,5,Lara,163.97,10823,2,3508,VENEZ,Barquisimeto,3
02/09/1996 12:00:00 AM,Walserweg 21,03/08/1996 12:00:00 AM,Drachenblut Delikatessen,Germany,02/14/1996 12:00:00 AM,1,,79.25,10825,1,52066,GERMN,Aachen,4
02/09/1996 12:00:00 AM,Åkergatan 24,03/08/1996 12:00:00 AM,Folk och fä HB,Sweden,03/01/1996 12:00:00 AM,8,,1.23,10824,1,S-844 67,SWEDN,Bräcke,2
02/12/1996 12:00:00 AM,"12, rue des Bouchers",02/26/1996 12:00:00 AM,Bon app',France,03/08/1996 12:00:00 AM,1,,63.54,10827,2,13008,FRANC,Marseille,2
02/12/1996 12:00:00 AM,"24, place Kléber",03/11/1996 12:00:00 AM,Blondel père et fils,France,03/08/1996 12:00:00 AM,6,,7.09,10826,1,67000,FRANC,Strasbourg,1
02/13/1996 12:00:00 AM,"Av. Inês de Castro, 414",03/26/1996 12:00:00 AM,Tradição Hipermercados,Brazil,02/21/1996 12:00:00 AM,4,SP,81.83,10830,2,05634-030,BRAZL,São Paulo,8
02/13/1996 12:00:00 AM,Av. del Libertador 900,02/27/1996 12:00:00 AM,Rancho grande,Argentina,03/06/1996 12:00:00 AM,9,,90.85,10828,1,1010,ARGEN,Buenos Aires,3
02/13/1996 12:00:00 AM,"Garden House, Crowther Way",03/12/1996 12:00:00 AM,Island Trading,UK,02/23/1996 12:00:00 AM,9,Isle of Wight,154.72,10829,1,PO31 7PJ,UKDST,Cowes,5
02/14/1996 12:00:00 AM,1 rue Alsace-Lorraine,03/13/1996 12:00:00 AM,La maison d'Asie,France,02/19/1996 12:00:00 AM,2,,43.26,10832,2,31000,FRANC,Toulouse,7
02/14/1996 12:00:00 AM,Erling Skakkes gate 78,03/13/1996 12:00:00 AM,Santé Gourmet,Norway,02/23/1996 12:00:00 AM,3,,72.19,10831,2,4110,NORWY,Stavern,1
02/15/1996 12:00:00 AM,"Av. Inês de Castro, 414",03/14/1996 12:00:00 AM,Tradição Hipermercados,Brazil,02/19/1996 12:00:00 AM,1,SP,29.78,10834,3,05634-030,BRAZL,São Paulo,8
02/15/1996 12:00:00 AM,Mehrheimerstr. 369,03/14/1996 12:00:00 AM,Ottilies Käseladen,Germany,02/23/1996 12:00:00 AM,6,,71.49,10833,2,50739,GERMN,Köln,9
02/15/1996 12:00:00 AM,Obere Str. 57,03/14/1996 12:00:00 AM,Alfred's Futterkiste,Germany,02/21/1996 12:00:00 AM,1,,69.53,10835,3,12209,GERMN,Berlin,1
02/16/1996 12:00:00 AM,Berguvsvägen  8,03/15/1996 12:00:00 AM,Berglunds snabbköp,Sweden,02/23/1996 12:00:00 AM,9,,13.32,10837,3,S-958 22,SWEDN,Luleå,1
02/16/1996 12:00:00 AM,Kirchgasse 6,03/15/1996 12:00:00 AM,Ernst Handel,Austria,02/21/1996 12:00:00 AM,7,,411.88,10836,1,8010,AUSTR,Graz,1
02/19/1996 12:00:00 AM,"Av. Inês de Castro, 414",03/18/1996 12:00:00 AM,Tradição Hipermercados,Brazil,02/22/1996 12:00:00 AM,3,SP,35.43,10839,3,05634-030,BRAZL,São Paulo,8
02/19/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,03/18/1996 12:00:00 AM,LINO-Delicateses,Venezuela,02/23/1996 12:00:00 AM,3,Nueva Esparta,59.28,10838,3,4980,VENEZ,I. de Margarita,4
02/19/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,04/01/1996 12:00:00 AM,LINO-Delicateses,Venezuela,03/18/1996 12:00:00 AM,4,Nueva Esparta,2.71,10840,2,4980,VENEZ,I. de Margarita,4
02/20/1996 12:00:00 AM,Avda. Azteca 123,03/19/1996 12:00:00 AM,Tortuga Restaurante,Mexico,02/29/1996 12:00:00 AM,1,,54.42,10842,3,05033,MEXIC,México D.F.,5
02/20/1996 12:00:00 AM,"Boulevard Tirou, 255",03/19/1996 12:00:00 AM,Suprêmes délices,Belgium,02/29/1996 12:00:00 AM,5,,424.3,10841,2,B-6000,BELGM,Charleroi,2
02/21/1996 12:00:00 AM,"2, rue du Commerce",03/20/1996 12:00:00 AM,Victuailles en stock,France,02/26/1996 12:00:00 AM,4,,9.26,10843,2,69004,FRANC,Lyon,10
02/21/1996 12:00:00 AM,Geislweg 14,03/20/1996 12:00:00 AM,Piccolo und mehr,Austria,02/26/1996 12:00:00 AM,8,,25.22,10844,2,5020,AUSTR,Salzburg,2
02/21/1996 12:00:00 AM,Taucherstraße 10,03/06/1996 12:00:00 AM,QUICK-Stop,Germany,03/01/1996 12:00:00 AM,8,,212.98,10845,1,01307,GERMN,Cunewalde,10
02/22/1996 12:00:00 AM,187 Suffolk Ln.,03/07/1996 12:00:00 AM,Save-a-lot Markets,USA,03/12/1996 12:00:00 AM,4,ID,487.57,10847,3,83720,USADI,Boise,8
02/22/1996 12:00:00 AM,"Boulevard Tirou, 255",04/04/1996 12:00:00 AM,Suprêmes délices,Belgium,02/23/1996 12:00:00 AM,2,,56.46,10846,3,B-6000,BELGM,Charleroi,2
02/23/1996 12:00:00 AM,"2, rue du Commerce",04/05/1996 12:00:00 AM,Victuailles en stock,France,03/01/1996 12:00:00 AM,1,,49.19,10850,1,69004,FRANC,Lyon,10
02/23/1996 12:00:00 AM,"Berkeley Gardens, 12  Brewery",03/22/1996 12:00:00 AM,Consolidated Holdings,UK,02/29/1996 12:00:00 AM,7,,38.24,10848,2,WX1 6LT,UKDST,London,3
02/23/1996 12:00:00 AM,Maubelstr. 90,03/22/1996 12:00:00 AM,Königlich Essen,Germany,03/01/1996 12:00:00 AM,9,,0.56,10849,2,14776,GERMN,Brandenburg,6
02/26/1996 12:00:00 AM,2817 Milton Dr.,03/11/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,03/01/1996 12:00:00 AM,8,NM,174.05,10852,1,87110,USADI,Albuquerque,7
02/26/1996 12:00:00 AM,"Av. Copacabana, 267",03/25/1996 12:00:00 AM,Ricardo Adocicados,Brazil,03/04/1996 12:00:00 AM,5,RJ,160.55,10851,1,02389-890,BRAZL,Rio de Janeiro,7
02/27/1996 12:00:00 AM,2743 Bering St.,03/26/1996 12:00:00 AM,Old World Delicatessen,USA,03/06/1996 12:00:00 AM,3,AK,170.97,10855,1,99508,USADI,Anchorage,6
02/27/1996 12:00:00 AM,Forsterstr. 57,03/26/1996 12:00:00 AM,Blauer See Delikatessen,Germany,03/05/1996 12:00:00 AM,9,,53.83,10853,2,68306,GERMN,Mannheim,2
02/27/1996 12:00:00 AM,Kirchgasse 6,03/26/1996 12:00:00 AM,Ernst Handel,Austria,03/07/1996 12:00:00 AM,3,,100.22,10854,2,8010,AUSTR,Graz,1
02/28/1996 12:00:00 AM,Berguvsvägen  8,03/27/1996 12:00:00 AM,Berglunds snabbköp,Sweden,03/08/1996 12:00:00 AM,8,,188.85,10857,2,S-958 22,SWEDN,Luleå,1
02/28/1996 12:00:00 AM,Mataderos  2312,03/27/1996 12:00:00 AM,Antonio Moreno Taquería,Mexico,03/12/1996 12:00:00 AM,3,,58.43,10856,2,05023,MEXIC,México D.F.,2
02/29/1996 12:00:00 AM,"54, rue Royale",03/28/1996 12:00:00 AM,France restauration,France,03/06/1996 12:00:00 AM,3,,19.26,10860,3,44000,FRANC,Nantes,5
02/29/1996 12:00:00 AM,"67, avenue de l'Europe",03/28/1996 12:00:00 AM,La corne d'abondance,France,03/05/1996 12:00:00 AM,2,,52.51,10858,1,78000,FRANC,Versailles,6
02/29/1996 12:00:00 AM,Berliner Platz 43,03/28/1996 12:00:00 AM,Frankenversand,Germany,03/04/1996 12:00:00 AM,1,,76.1,10859,2,80805,GERMN,München,5
03/01/1996 12:00:00 AM,1029 - 12th Ave. S.,03/29/1996 12:00:00 AM,White Clover Markets,USA,03/19/1996 12:00:00 AM,4,WA,14.93,10861,2,98124,USADI,Seattle,13
03/01/1996 12:00:00 AM,Magazinweg 7,04/12/1996 12:00:00 AM,Lehmanns Marktstand,Germany,03/04/1996 12:00:00 AM,8,,53.23,10862,2,60528,GERMN,Frankfurt a.M.,7
03/04/1996 12:00:00 AM,"Brook Farm, Stratford St. Mary",04/01/1996 12:00:00 AM,Around the Horn,UK,03/11/1996 12:00:00 AM,4,Essex,3.04,10864,2,CO7 6JX,UKDST,Colchester,1
03/04/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,04/01/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,03/19/1996 12:00:00 AM,4,Táchira,30.26,10863,2,5022,VENEZ,San Cristóbal,2
03/04/1996 12:00:00 AM,Taucherstraße 10,03/18/1996 12:00:00 AM,QUICK-Stop,Germany,03/14/1996 12:00:00 AM,2,,348.14,10865,1,01307,GERMN,Cunewalde,10
03/05/1996 12:00:00 AM,89 Chiaroscuro Rd.,04/16/1996 12:00:00 AM,Lonesome Pine Restaurant,USA,03/13/1996 12:00:00 AM,6,OR,1.93,10867,1,97219,USADI,Portland,5
03/05/1996 12:00:00 AM,Berguvsvägen  8,04/02/1996 12:00:00 AM,Berglunds snabbköp,Sweden,03/14/1996 12:00:00 AM,5,,109.11,10866,1,S-958 22,SWEDN,Luleå,1
03/06/1996 12:00:00 AM,90 Wadhurst Rd.,04/03/1996 12:00:00 AM,Seven Seas Imports,UK,03/11/1996 12:00:00 AM,5,,143.28,10869,1,OX15 4NB,UKDST,London,7
03/06/1996 12:00:00 AM,"Alameda dos Canàrios, 891",04/03/1996 12:00:00 AM,Queen Cozinha,Brazil,03/25/1996 12:00:00 AM,7,SP,191.27,10868,2,05487-020,BRAZL,São Paulo,6
03/06/1996 12:00:00 AM,ul. Filtrowa 68,04/03/1996 12:00:00 AM,Wolski Zajazd,Poland,03/15/1996 12:00:00 AM,5,,12.04,10870,3,01-012,POLND,Warszawa,1
03/07/1996 12:00:00 AM,"12, rue des Bouchers",04/04/1996 12:00:00 AM,Bon app',France,03/12/1996 12:00:00 AM,9,,112.27,10871,2,13008,FRANC,Marseille,2
03/07/1996 12:00:00 AM,"C/ Romero, 33",04/04/1996 12:00:00 AM,Godos Cocina Típica,Spain,03/11/1996 12:00:00 AM,5,,175.32,10872,2,41101,SPAIN,Sevilla,4
03/08/1996 12:00:00 AM,Berguvsvägen  8,04/05/1996 12:00:00 AM,Berglunds snabbköp,Sweden,04/02/1996 12:00:00 AM,4,,32.37,10875,2,S-958 22,SWEDN,Luleå,1
03/08/1996 12:00:00 AM,"C/ Romero, 33",04/05/1996 12:00:00 AM,Godos Cocina Típica,Spain,03/13/1996 12:00:00 AM,5,,19.58,10874,2,41101,SPAIN,Sevilla,4
03/08/1996 12:00:00 AM,Keskuskatu 45,04/05/1996 12:00:00 AM,Wilman Kala,Finland,03/11/1996 12:00:00 AM,4,,0.82,10873,1,21240,FNLND,Helsinki,2
03/11/1996 12:00:00 AM,"12, rue des Bouchers",04/08/1996 12:00:00 AM,Bon app',France,03/14/1996 12:00:00 AM,7,,60.42,10876,3,13008,FRANC,Marseille,2
03/11/1996 12:00:00 AM,"Av. Copacabana, 267",04/08/1996 12:00:00 AM,Ricardo Adocicados,Brazil,03/21/1996 12:00:00 AM,1,RJ,38.06,10877,1,02389-890,BRAZL,Rio de Janeiro,7
03/12/1996 12:00:00 AM,Keskuskatu 45,04/09/1996 12:00:00 AM,Wilman Kala,Finland,03/14/1996 12:00:00 AM,3,,8.5,10879,3,21240,FNLND,Helsinki,2
03/12/1996 12:00:00 AM,Taucherstraße 10,04/09/1996 12:00:00 AM,QUICK-Stop,Germany,03/14/1996 12:00:00 AM,4,,46.69,10878,1,01307,GERMN,Cunewalde,10
03/12/1996 12:00:00 AM,Åkergatan 24,04/23/1996 12:00:00 AM,Folk och fä HB,Sweden,03/20/1996 12:00:00 AM,7,,88.01,10880,1,S-844 67,SWEDN,Bräcke,2
03/13/1996 12:00:00 AM,187 Suffolk Ln.,04/10/1996 12:00:00 AM,Save-a-lot Markets,USA,03/22/1996 12:00:00 AM,4,ID,23.1,10882,3,83720,USADI,Boise,8
03/13/1996 12:00:00 AM,Cerrito 333,04/10/1996 12:00:00 AM,Cactus Comidas para llevar,Argentina,03/20/1996 12:00:00 AM,4,,2.84,10881,1,1010,ARGEN,Buenos Aires,1
03/14/1996 12:00:00 AM,"87 Polk St., Suite 5",04/11/1996 12:00:00 AM,Let's Stop N Shop,USA,03/15/1996 12:00:00 AM,4,CA,90.97,10884,2,94117,USADI,San Francisco,4
03/14/1996 12:00:00 AM,89 Chiaroscuro Rd.,04/11/1996 12:00:00 AM,Lonesome Pine Restaurant,USA,03/22/1996 12:00:00 AM,8,OR,0.53,10883,3,97219,USADI,Portland,5
03/14/1996 12:00:00 AM,"Boulevard Tirou, 255",04/11/1996 12:00:00 AM,Suprêmes délices,Belgium,03/20/1996 12:00:00 AM,6,,5.64,10885,3,B-6000,BELGM,Charleroi,2
03/15/1996 12:00:00 AM,"Rambla de Cataluña, 23",04/12/1996 12:00:00 AM,Galería del gastronómo,Spain,03/18/1996 12:00:00 AM,8,,1.25,10887,3,8022,SPAIN,Barcelona,3
03/15/1996 12:00:00 AM,"Rua do Paço, 67",04/12/1996 12:00:00 AM,Hanari Carnes,Brazil,04/01/1996 12:00:00 AM,1,RJ,4.99,10886,1,05454-876,BRAZL,Rio de Janeiro,4
03/18/1996 12:00:00 AM,2817 Milton Dr.,04/15/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,03/25/1996 12:00:00 AM,9,NM,280.61,10889,3,87110,USADI,Albuquerque,7
03/18/1996 12:00:00 AM,"67, rue des Cinquante Otages",04/15/1996 12:00:00 AM,Du monde entier,France,03/20/1996 12:00:00 AM,7,,32.76,10890,1,44000,FRANC,Nantes,3
03/18/1996 12:00:00 AM,"C/ Romero, 33",04/15/1996 12:00:00 AM,Godos Cocina Típica,Spain,03/25/1996 12:00:00 AM,1,,51.87,10888,2,41101,SPAIN,Sevilla,4
03/19/1996 12:00:00 AM,Magazinweg 7,04/16/1996 12:00:00 AM,Lehmanns Marktstand,Germany,03/21/1996 12:00:00 AM,7,,20.37,10891,2,60528,GERMN,Frankfurt a.M.,7
03/19/1996 12:00:00 AM,Rue Joseph-Bens 532,04/16/1996 12:00:00 AM,Maison Dewey,Belgium,03/21/1996 12:00:00 AM,4,,120.27,10892,2,B-1180,BELGM,Bruxelles,1
03/20/1996 12:00:00 AM,187 Suffolk Ln.,04/17/1996 12:00:00 AM,Save-a-lot Markets,USA,03/22/1996 12:00:00 AM,1,ID,116.13,10894,1,83720,USADI,Boise,8
03/20/1996 12:00:00 AM,Kirchgasse 6,04/17/1996 12:00:00 AM,Ernst Handel,Austria,03/25/1996 12:00:00 AM,3,,162.75,10895,1,8010,AUSTR,Graz,1
03/20/1996 12:00:00 AM,Maubelstr. 90,04/17/1996 12:00:00 AM,Königlich Essen,Germany,03/22/1996 12:00:00 AM,9,,77.78,10893,2,14776,GERMN,Brandenburg,6
03/21/1996 12:00:00 AM,8 Johnstown Road,04/18/1996 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,03/27/1996 12:00:00 AM,3,Co. Cork,603.54,10897,2,,IRLND,Cork,1
03/21/1996 12:00:00 AM,Rue Joseph-Bens 532,04/18/1996 12:00:00 AM,Maison Dewey,Belgium,03/29/1996 12:00:00 AM,7,,32.45,10896,3,B-1180,BELGM,Bruxelles,1
03/22/1996 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,04/19/1996 12:00:00 AM,LILA-Supermercado,Venezuela,03/28/1996 12:00:00 AM,5,Lara,1.21,10899,3,3508,VENEZ,Barquisimeto,3
03/22/1996 12:00:00 AM,"Ing. Gustavo Moncada 8585, Piso 20-A",04/19/1996 12:00:00 AM,Océano Atlántico Ltda.,Argentina,04/05/1996 12:00:00 AM,4,,1.27,10898,2,1010,ARGEN,Buenos Aires,2
03/22/1996 12:00:00 AM,"Rua do Mercado, 12",04/19/1996 12:00:00 AM,Wellington Importadora,Brazil,04/03/1996 12:00:00 AM,1,SP,1.66,10900,2,08737-363,BRAZL,Resende,9
03/25/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,04/22/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,03/28/1996 12:00:00 AM,4,Táchira,62.09,10901,1,5022,VENEZ,San Cristóbal,2
03/25/1996 12:00:00 AM,Åkergatan 24,04/22/1996 12:00:00 AM,Folk och fä HB,Sweden,04/02/1996 12:00:00 AM,1,,44.15,10902,1,S-844 67,SWEDN,Bräcke,2
03/26/1996 12:00:00 AM,1029 - 12th Ave. S.,04/23/1996 12:00:00 AM,White Clover Markets,USA,03/29/1996 12:00:00 AM,3,WA,162.95,10904,3,98124,USADI,Seattle,13
03/26/1996 12:00:00 AM,"Rua do Mercado, 12",04/23/1996 12:00:00 AM,Wellington Importadora,Brazil,04/05/1996 12:00:00 AM,9,SP,13.72,10905,2,08737-363,BRAZL,Resende,9
03/26/1996 12:00:00 AM,"Rua do Paço, 67",04/23/1996 12:00:00 AM,Hanari Carnes,Brazil,04/03/1996 12:00:00 AM,3,RJ,36.71,10903,3,05454-876,BRAZL,Rio de Janeiro,4
03/27/1996 12:00:00 AM,"25, rue Lauriston",04/24/1996 12:00:00 AM,Spécialités du monde,France,03/29/1996 12:00:00 AM,6,,9.19,10907,3,75016,FRANC,Paris,9
03/27/1996 12:00:00 AM,ul. Filtrowa 68,04/10/1996 12:00:00 AM,Wolski Zajazd,Poland,04/02/1996 12:00:00 AM,4,,26.29,10906,3,01-012,POLND,Warszawa,1
